value_population,year,territory
-6.1,2021,Калининградская
-9.9,2021,Ленинградская
-7.4,2021,Мурманская
-14.0,2021,Новгородская
-13.0,2021,Псковская
-5.5,2021,Санкт-Петербург
-7.8,2021,
-5.2,2021,Адыгея
-3.4,2021,Калмыкия
-8.7,2021,Крым
-6.2,2021,Краснодарский
-5.2,2021,Астраханская
-10.6,2021,Волгоградская
-9.4,2021,Ростовская
-6.2,2021,Севастополь
3.9,2021,
8.0,2021,Дагестан
12.3,2021,Ингушетия
1.7,2021,Кабардино-Балкарская
-1.8,2021,Карачаево-Черкесская
-1.4,2021,Северная Осетия - Алания
14.2,2021,Чеченская
-4.9,2021,Ставропольский
-8.5,2021,
-6.6,2021,Башкортостан
-6.6,2021,Марий Эл
-11.2,2021,Мордовия
-4.8,2021,Татарстан
-5.9,2021,Удмуртская
-7.8,2021,Чувашская
-7.1,2021,Пермский
-10.8,2021,Кировская
-11.2,2021,Нижегородская
-9.2,2021,Оренбургская
-12.2,2021,Пензенская
-9.0,2021,Самарская
-11.6,2021,Саратовская
-10.6,2021,Ульяновская
-4.6,2021,
-10.9,2021,Курганская
-7.3,2021,Свердловская
3.5,2021,Ханты-Мансийский Автономный Округ - Югра
6.4,2021,Ненецкий
-1.5,2021,Тюменская
-6.9,2021,Челябинская
-6.7,2021,
0.2,2021,Алтай
11.0,2021,Тыва
-5.1,2021,Хакасия
-9.9,2021,Алтайский
-5.7,2021,Красноярский
-5.7,2021,Иркутская
-9.2,2021,Кемеровская Область-Кузбасс
-6.4,2021,Новосибирская
-7.9,2021,Омская
-5.8,2021,Томская
-4.3,2021,
-1.1,2021,Бурятия
2.3,2021,Саха /Якутия/
-3.6,2021,Забайкальский
-4.5,2021,Камчатский
-7.3,2021,Приморский
-5.7,2021,Хабаровский
-7.8,2021,Амурская
-6.0,2021,Магаданская
-4.2,2021,Саха /Якутия/
-7.2,2021,Еврейская
0.3,2021,Чукотский
-7.1,2021,
-8.5,2021,
-10.2,2021,Белгородская
-12.6,2021,Брянская
-14.2,2021,Владимирская
-12.3,2021,Воронежская
-12.9,2021,Ивановская
-11.0,2021,Калужская
-12.3,2021,Костромская
-13.1,2021,Курская
-13.1,2021,Липецкая
-6.7,2021,Московская
-13.2,2021,Орловская
-14.6,2021,Рязанская
-13.6,2021,Смоленская
-13.6,2021,Тамбовская
-13.7,2021,Тверская
-13.9,2021,Тульская
-12.0,2021,Ярославская
-3.3,2021,Москва
-8.2,2021,
-12.1,2021,Карелия
-7.0,2021,Коми
0.4,2021,Ненецкий
-9.8,2021,Архангельская
-9.1,2021,Вологодская
-6.9,2021,Калининградская
-10.1,2021,Ленинградская
-7.5,2021,Мурманская
-14.4,2021,Новгородская
-13.4,2021,Псковская
-5.7,2021,Санкт-Петербург
-8.3,2021,
-5.8,2021,Адыгея
-3.6,2021,Калмыкия
-9.3,2021,Крым
-6.5,2021,Краснодарский
-5.4,2021,Астраханская
-11.2,2021,Волгоградская
-10.1,2021,Ростовская
-6.8,2021,Севастополь
3.6,2021,
7.9,2021,Дагестан
12.1,2021,Ингушетия
1.5,2021,Кабардино-Балкарская
-2.2,2021,Карачаево-Черкесская
-2.1,2021,Северная Осетия - Алания
14.5,2021,Чеченская
-5.5,2021,Ставропольский
-9.0,2021,
-6.9,2021,Башкортостан
-7.1,2021,Марий Эл
-11.9,2021,Мордовия
-5.2,2021,Татарстан
-6.2,2021,Удмуртская
-8.0,2021,Чувашская
-7.5,2021,Пермский
-11.3,2021,Кировская
-11.7,2021,Нижегородская
-9.8,2021,Оренбургская
-12.8,2021,Пензенская
-9.6,2021,Самарская
-12.9,2021,Саратовская
-11.4,2021,Ульяновская
-5.2,2021,
-11.7,2021,Курганская
-7.9,2021,Свердловская
3.1,2021,Ханты-Мансийский Автономный Округ - Югра
6.3,2021,Ненецкий
-1.9,2021,Тюменская
-7.8,2021,Челябинская
-7.2,2021,
0.1,2021,Алтай
10.8,2021,Тыва
-5.8,2021,Хакасия
-10.6,2021,Алтайский
-6.1,2021,Красноярский
-6.3,2021,Иркутская
-9.6,2021,Кемеровская Область-Кузбасс
-6.6,2021,Новосибирская
-8.5,2021,Омская
-6.5,2021,Томская
-4.7,2021,
-1.3,2021,Бурятия
1.7,2021,Саха /Якутия/
-4.1,2021,Забайкальский
-4.7,2021,Камчатский
-7.5,2021,Приморский
-6.2,2021,Хабаровский
-8.5,2021,Амурская
-6.2,2021,Магаданская
-4.3,2021,Саха /Якутия/
-7.7,2021,Еврейская
-0.1,2021,Чукотский
-7.2,2021,
-8.5,2021,
-10.3,2021,Белгородская
-12.6,2021,Брянская
-14.2,2021,Владимирская
-12.2,2021,Воронежская
-13.0,2021,Ивановская
-10.9,2021,Калужская
-12.3,2021,Костромская
-13.3,2021,Курская
-13.1,2021,Липецкая
-6.8,2021,Московская
-13.4,2021,Орловская
-14.6,2021,Рязанская
-13.9,2021,Смоленская
-13.7,2021,Тамбовская
-13.9,2021,Тверская
-14.3,2021,Тульская
-12.0,2021,Ярославская
-3.3,2021,Москва
-8.3,2021,
-12.1,2021,Карелия
-7.2,2021,Коми
0.5,2021,Ненецкий
-10.0,2021,Архангельская
-9.3,2021,Вологодская
-6.9,2021,Калининградская
-10.2,2021,Ленинградская
-7.5,2021,Мурманская
-14.5,2021,Новгородская
-13.6,2021,Псковская
-5.8,2021,Санкт-Петербург
-8.4,2021,
-6.0,2021,Адыгея
-3.7,2021,Калмыкия
-9.3,2021,Крым
-6.7,2021,Краснодарский
-5.5,2021,Астраханская
-11.0,2021,Волгоградская
-10.2,2021,Ростовская
-6.7,2021,Севастополь
3.5,2021,
7.8,2021,Дагестан
12.1,2021,Ингушетия
1.2,2021,Кабардино-Балкарская
-2.6,2021,Карачаево-Черкесская
-2.4,2021,Северная Осетия - Алания
14.2,2021,Чеченская
-5.6,2021,Ставропольский
-8.9,2021,
-6.8,2021,Башкортостан
-7.2,2021,Марий Эл
-12.1,2021,Мордовия
-5.0,2021,Татарстан
-6.0,2021,Удмуртская
-7.8,2021,Чувашская
-7.4,2021,Пермский
-11.4,2021,Кировская
-11.6,2021,Нижегородская
-9.5,2021,Оренбургская
-12.6,2021,Пензенская
-9.6,2021,Самарская
-12.9,2021,Саратовская
-11.3,2021,Ульяновская
-5.2,2021,
-11.5,2021,Курганская
-7.9,2021,Свердловская
3.2,2021,Ханты-Мансийский Автономный Округ - Югра
6.4,2021,Ненецкий
-1.9,2021,Тюменская
-8.0,2021,Челябинская
-7.4,2021,
0.0,2021,Алтай
10.9,2021,Тыва
-6.1,2021,Хакасия
-10.8,2021,Алтайский
-6.5,2021,Красноярский
-6.6,2021,Иркутская
-9.9,2021,Кемеровская Область-Кузбасс
-6.8,2021,Новосибирская
-8.6,2021,Омская
-6.6,2021,Томская
-5.0,2021,
-1.4,2021,Бурятия
1.7,2021,Саха /Якутия/
-4.3,2021,Забайкальский
-4.5,2021,Камчатский
-7.8,2021,Приморский
-6.7,2021,Хабаровский
-9.0,2021,Амурская
-6.4,2021,Магаданская
-4.5,2021,Саха /Якутия/
-8.0,2021,Еврейская
-0.4,2021,Чукотский
-7.6,2022,
-9.5,2022,
-8.9,2022,Белгородская
-12.0,2022,Брянская
-15.5,2022,Владимирская
-10.6,2022,Воронежская
-13.5,2022,Ивановская
-11.2,2022,Калужская
-11.9,2022,Костромская
-14.3,2022,Курская
-11.2,2022,Липецкая
-8.4,2022,Московская
-14.9,2022,Орловская
-13.9,2022,Рязанская
-15.0,2022,Смоленская
-15.1,2022,Тамбовская
-16.5,2022,Тверская
-16.6,2022,Тульская
-13.5,2022,Ярославская
-4.7,2022,Москва
-9.2,2022,
-14.1,2022,Карелия
-7.7,2022,Коми
2.2,2022,Ненецкий
-11.5,2022,Архангельская
-9.8,2022,Вологодская
-7.5,2022,Калининградская
-11.5,2022,Ленинградская
-7.7,2022,Мурманская
-15.0,2022,Новгородская
-14.3,2022,Псковская
-6.9,2022,Санкт-Петербург
-8.5,2022,
-7.8,2022,Адыгея
-3.0,2022,Калмыкия
-9.7,2022,Крым
-7.5,2022,Краснодарский
-6.0,2022,Астраханская
-9.3,2022,Волгоградская
-10.1,2022,Ростовская
-7.6,2022,Севастополь
2.0,2022,
6.2,2022,Дагестан
9.4,2022,Ингушетия
-1.1,2022,Кабардино-Балкарская
-4.3,2022,Карачаево-Черкесская
-5.6,2022,Северная Осетия - Алания
14.1,2022,Чеченская
-6.9,2022,Ставропольский
-8.2,2022,
-5.5,2022,Башкортостан
-7.5,2022,Марий Эл
-10.4,2022,Мордовия
-4.8,2022,Татарстан
-5.3,2022,Удмуртская
-7.5,2022,Чувашская
-7.7,2022,Пермский
-11.9,2022,Кировская
-12.0,2022,Нижегородская
-6.7,2022,Оренбургская
-11.4,2022,Пензенская
-9.4,2022,Самарская
-10.4,2022,Саратовская
-9.9,2022,Ульяновская
-4.5,2022,
-9.1,2022,Курганская
-7.2,2022,Свердловская
2.6,2022,Ханты-Мансийский Автономный Округ - Югра
5.8,2022,Ненецкий
-2.1,2022,Тюменская
-6.6,2022,Челябинская
-8.3,2022,
3.0,2022,Алтай
8.1,2022,Тыва
-8.2,2022,Хакасия
-10.0,2022,Алтайский
-8.2,2022,Красноярский
-7.6,2022,Иркутская
-10.7,2022,Кемеровская Область-Кузбасс
-8.3,2022,Новосибирская
-8.8,2022,Омская
-6.3,2022,Томская
-6.6,2022,
-4.2,2022,Бурятия
0.6,2022,Саха /Якутия/
-4.5,2022,Забайкальский
-4.4,2022,Камчатский
-10.9,2022,Приморский
-8.4,2022,Хабаровский
-8.6,2022,Амурская
-5.4,2022,Магаданская
-8.1,2022,Саха /Якутия/
-9.1,2022,Еврейская
-0.7,2022,Чукотский
-7.4,2022,
-8.8,2022,
-9.9,2022,Белгородская
-12.6,2022,Брянская
-15.0,2022,Владимирская
-10.8,2022,Воронежская
-13.5,2022,Ивановская
-10.7,2022,Калужская
-11.7,2022,Костромская
-14.5,2022,Курская
-11.6,2022,Липецкая
-7.2,2022,Московская
-15.3,2022,Орловская
-13.4,2022,Рязанская
-14.8,2022,Смоленская
-14.6,2022,Тамбовская
-15.6,2022,Тверская
-15.8,2022,Тульская
-12.5,2022,Ярославская
-3.6,2022,Москва
-8.7,2022,
-14.1,2022,Карелия
-7.8,2022,Коми
2.3,2022,Ненецкий
-11.5,2022,Архангельская
-9.6,2022,Вологодская
-7.2,2022,Калининградская
-11.0,2022,Ленинградская
-7.1,2022,Мурманская
-13.9,2022,Новгородская
-14.6,2022,Псковская
-6.1,2022,Санкт-Петербург
-8.9,2022,
-9.4,2022,Адыгея
-3.3,2022,Калмыкия
-10.2,2022,Крым
-7.8,2022,Краснодарский
-4.9,2022,Астраханская
-9.5,2022,Волгоградская
-10.5,2022,Ростовская
-6.9,2022,Севастополь
2.1,2022,
6.4,2022,Дагестан
10.4,2022,Ингушетия
-1.3,2022,Кабардино-Балкарская
-4.3,2022,Карачаево-Черкесская
-5.1,2022,Северная Осетия - Алания
14.4,2022,Чеченская
-7.0,2022,Ставропольский
-8.1,2022,
-5.3,2022,Башкортостан
-6.5,2022,Марий Эл
-11.6,2022,Мордовия
-4.3,2022,Татарстан
-5.6,2022,Удмуртская
-7.4,2022,Чувашская
-7.3,2022,Пермский
-12.5,2022,Кировская
-11.3,2022,Нижегородская
-7.3,2022,Оренбургская
-11.6,2022,Пензенская
-9.3,2022,Самарская
-10.8,2022,Саратовская
-10.3,2022,Ульяновская
-4.6,2022,
-10.3,2022,Курганская
-7.3,2022,Свердловская
3.1,2022,Ханты-Мансийский Автономный Округ - Югра
6.4,2022,Ненецкий
-1.8,2022,Тюменская
-6.6,2022,Челябинская
-8.2,2022,
1.7,2022,Алтай
9.0,2022,Тыва
-8.7,2022,Хакасия
-11.1,2022,Алтайский
-8.2,2022,Красноярский
-7.7,2022,Иркутская
-10.3,2022,Кемеровская Область-Кузбасс
-7.7,2022,Новосибирская
-8.7,2022,Омская
-6.0,2022,Томская
-6.7,2022,
-4.2,2022,Бурятия
1.1,2022,Саха /Якутия/
-5.1,2022,Забайкальский
-4.2,2022,Камчатский
-11.2,2022,Приморский
-8.5,2022,Хабаровский
-8.8,2022,Амурская
-5.6,2022,Магаданская
-7.6,2022,Саха /Якутия/
-9.5,2022,Еврейская
0.9,2022,Чукотский
-6.5,2022,
-7.8,2022,
-9.3,2022,Белгородская
-11.7,2022,Брянская
-13.4,2022,Владимирская
-10.2,2022,Воронежская
-12.2,2022,Ивановская
-9.5,2022,Калужская
-10.7,2022,Костромская
-12.9,2022,Курская
-10.9,2022,Липецкая
-6.2,2022,Московская
-13.8,2022,Орловская
-12.1,2022,Рязанская
-13.6,2022,Смоленская
-13.3,2022,Тамбовская
-14.0,2022,Тверская
-14.2,2022,Тульская
-11.4,2022,Ярославская
-2.5,2022,Москва
-7.6,2022,
-12.7,2022,Карелия
-7.0,2022,Коми
-9.9,2022,Архангельская
-8.7,2022,Вологодская
-6.5,2022,Калининградская
-9.9,2022,Ленинградская
-6.2,2022,Мурманская
-12.4,2022,Новгородская
-13.6,2022,Псковская
-5.0,2022,Санкт-Петербург
-8.1,2022,
-3.1,2022,Калмыкия
-9.3,2022,Крым
-7.3,2022,Краснодарский
-4.5,2022,Астраханская
-8.8,2022,Волгоградская
-9.7,2022,Ростовская
-6.5,2022,Севастополь
2.4,2022,
9.8,2022,Ингушетия
-0.6,2022,Кабардино-Балкарская
-3.5,2022,Карачаево-Черкесская
-4.3,2022,Северная Осетия - Алания
14.0,2022,Чеченская
-6.1,2022,Ставропольский
-7.4,2022,
-4.4,2022,Башкортостан
-5.9,2022,Марий Эл
-3.7,2022,Татарстан
-5.0,2022,Удмуртская
-6.6,2022,Чувашская
-6.5,2022,Пермский
-11.3,2022,Кировская
-10.3,2022,Нижегородская
-6.8,2022,Оренбургская
-11.1,2022,Пензенская
-8.5,2022,Самарская
-10.0,2022,Саратовская
-9.7,2022,Ульяновская
-4.0,2022,
-9.8,2022,Курганская
-6.5,2022,Свердловская
3.6,2022,Ханты-Мансийский Автономный Округ - Югра
6.7,2022,Ненецкий
-1.4,2022,Тюменская
-6.1,2022,Челябинская
1.7,2022,Алтай
8.7,2022,Тыва
-7.0,2022,Хакасия
-10.0,2022,Алтайский
-7.4,2022,Красноярский
-6.6,2022,Иркутская
-9.3,2022,Кемеровская Область-Кузбасс
-6.5,2022,Новосибирская
-7.7,2022,Омская
-5.7,2022,
-3.1,2022,Бурятия
1.8,2022,Саха /Якутия/
-4.3,2022,Забайкальский
-3.6,2022,Камчатский
-9.9,2022,Приморский
-7.3,2022,Хабаровский
-8.0,2022,Амурская
0.6,2022,Ненецкий
-8.2,2022,Адыгея
6.5,2022,Дагестан
-10.8,2022,Мордовия
-7.2,2022,
-6.3,2022,Саха /Якутия/
-8.9,2022,Еврейская
0.2,2022,Чукотский
-5.3,2022,Томская
-5.1,2022,Магаданская
-5.9,2022,
-7.0,2022,
-8.7,2022,Белгородская
-10.9,2022,Брянская
-11.5,2022,Владимирская
-9.7,2022,Воронежская
-11.4,2022,Ивановская
-8.8,2022,Калужская
-10.0,2022,Костромская
-12.0,2022,Курская
-10.2,2022,Липецкая
-5.4,2022,Московская
-12.9,2022,Орловская
-11.5,2022,Рязанская
-12.6,2022,Смоленская
-12.5,2022,Тамбовская
-13.0,2022,Тверская
-10.6,2022,Ярославская
-2.0,2022,Москва
-7.0,2022,
-11.7,2022,Карелия
-6.4,2022,Коми
0.4,2022,Ненецкий
-9.0,2022,Архангельская
-8.0,2022,Вологодская
-6.0,2022,Калининградская
-5.4,2022,Мурманская
-11.7,2022,Новгородская
-12.8,2022,Псковская
-4.4,2022,Санкт-Петербург
-7.6,2022,
-7.2,2022,Адыгея
-3.0,2022,Калмыкия
-8.7,2022,Крым
-6.8,2022,Краснодарский
-4.2,2022,Астраханская
-8.4,2022,Волгоградская
-9.1,2022,Ростовская
-6.2,2022,Севастополь
2.9,2022,
6.7,2022,Дагестан
10.7,2022,Ингушетия
0.0,2022,Кабардино-Балкарская
-2.6,2022,Карачаево-Черкесская
13.9,2022,Чеченская
-5.4,2022,Ставропольский
-6.8,2022,
-4.1,2022,Башкортостан
-5.4,2022,Марий Эл
-10.4,2022,Мордовия
-3.3,2022,Татарстан
-4.7,2022,Удмуртская
-5.9,2022,Чувашская
-10.5,2022,Кировская
-9.7,2022,Нижегородская
-6.3,2022,Оренбургская
-10.7,2022,Пензенская
-8.0,2022,Самарская
-9.5,2022,Саратовская
-9.3,2022,Ульяновская
-3.5,2022,
-5.8,2022,Свердловская
3.8,2022,Ханты-Мансийский Автономный Округ - Югра
6.9,2022,Ненецкий
-0.9,2022,Тюменская
-5.6,2022,Челябинская
-6.5,2022,
1.6,2022,Алтай
8.8,2022,Тыва
-6.3,2022,Хакасия
-6.5,2022,Красноярский
-5.6,2022,Иркутская
-8.7,2022,Кемеровская Область-Кузбасс
-5.8,2022,Новосибирская
-7.1,2022,Омская
-4.7,2022,Томская
-5.1,2022,
-2.5,2022,Бурятия
2.1,2022,Саха /Якутия/
-13.4,2022,Тульская
-3.8,2022,Забайкальский
-3.2,2022,Камчатский
-8.9,2022,Приморский
-6.8,2022,Хабаровский
-7.5,2022,Амурская
-5.0,2022,Магаданская
-5.5,2022,Саха /Якутия/
-8.3,2022,Еврейская
0.2,2022,Чукотский
-9.4,2022,Ленинградская
-3.0,2022,Северная Осетия - Алания
-5.9,2022,Пермский
-9.2,2022,Курганская
-9.2,2022,Алтайский
